,constructorStandingsId,raceId,constructorId,points,position,positionText,wins,raceId2
3399,8435,315,36,0.0,17,17,0,511
3400,8434,315,42,0.0,19,19,0,511
3401,8433,315,35,5.0,7,7,0,511
3402,8432,315,27,0.0,14,14,0,511
3403,8431,315,41,1.0,10,10,0,511
3404,8430,315,29,0.0,18,18,0,511
3405,8429,315,3,83.0,2,2,4,511
3406,8428,315,32,3.0,9,9,0,511
3407,8427,315,34,1.0,11,11,0,511
3408,8426,315,17,13.0,5,5,0,511
3409,8425,315,18,3.0,8,8,0,511
3410,8424,315,39,0.0,16,16,0,511
3411,8423,315,40,0.0,15,15,0,511
3412,8422,315,33,1.0,13,13,0,511
3413,8421,315,25,11.0,6,6,0,511
3414,8420,315,22,30.0,4,4,1,511
3415,8419,315,6,35.0,3,3,0,511
3416,8418,315,1,99.0,1,1,6,511
3417,8436,315,26,1.0,12,12,0,511
3418,8454,316,36,0.0,17,17,0,512
3419,8453,316,42,0.0,19,19,0,512
3420,8452,316,35,5.0,7,7,0,512
3421,8451,316,27,0.0,14,14,0,512
3422,8450,316,41,1.0,10,10,0,512
3423,8449,316,29,0.0,18,18,0,512
3424,8448,316,3,93.0,2,2,5,512
3425,8447,316,32,3.0,9,9,0,512
3426,8446,316,34,1.0,11,11,0,512
3427,8445,316,17,13.0,5,5,0,512
3428,8444,316,18,3.0,8,8,0,512
3429,8443,316,39,0.0,16,16,0,512
3430,8442,316,40,0.0,15,15,0,512
3431,8441,316,33,1.0,13,13,0,512
3432,8440,316,25,11.0,6,6,0,512
3433,8439,316,22,33.0,4,4,1,512
3434,8438,316,6,39.0,3,3,0,512
3435,8437,316,1,108.0,1,1,6,512
3436,8455,316,26,1.0,12,12,0,512
3437,8474,317,26,1.0,12,12,0,513
3438,8473,317,36,0.0,17,17,0,513
3439,8472,317,42,0.0,19,19,0,513
3440,8471,317,35,5.0,8,8,0,513
3441,8470,317,27,0.0,14,14,0,513
3442,8469,317,41,1.0,10,10,0,513
3443,8468,317,29,0.0,18,18,0,513
3444,8467,317,3,103.0,2,2,6,513
3445,8466,317,32,3.0,9,9,0,513
3446,8465,317,34,1.0,11,11,0,513
3447,8464,317,17,13.0,5,5,0,513
3448,8463,317,18,6.0,7,7,0,513
3449,8462,317,39,0.0,16,16,0,513
3450,8461,317,40,0.0,15,15,0,513
3451,8460,317,33,1.0,13,13,0,513
3452,8459,317,25,11.0,6,6,0,513
3453,8458,317,22,36.0,4,4,1,513
3454,8457,317,6,43.0,3,3,0,513
3455,8456,317,1,114.0,1,1,6,513
3456,8493,318,26,1.0,12,12,0,514
3457,8492,318,36,0.0,17,17,0,514
3458,8491,318,42,0.0,19,19,0,514
3459,8490,318,35,5.0,8,8,0,514
3460,8489,318,27,0.0,14,14,0,514
3461,8488,318,41,1.0,10,10,0,514
3462,8487,318,29,0.0,18,18,0,514
3463,8486,318,3,117.0,1,1,7,514
3464,8485,318,32,3.0,9,9,0,514
3465,8484,318,34,1.0,11,11,0,514
3466,8483,318,17,13.0,5,5,0,514
3467,8482,318,18,6.0,7,7,0,514
3468,8481,318,39,0.0,16,16,0,514
3469,8480,318,40,0.0,15,15,0,514
3470,8479,318,33,1.0,13,13,0,514
3471,8478,318,25,11.0,6,6,0,514
3472,8477,318,22,37.0,4,4,1,514
3473,8476,318,6,52.0,3,3,0,514
3474,8475,318,1,116.0,2,2,6,514
3475,8512,319,26,1.0,12,12,0,515
3476,8511,319,36,0.0,17,17,0,515
3477,8510,319,42,0.0,19,19,0,515
3478,8509,319,35,5.0,8,8,0,515
3479,8508,319,27,0.0,14,14,0,515
3480,8507,319,41,1.0,11,11,0,515
3481,8506,319,29,0.0,18,18,0,515
3482,8505,319,3,121.0,2,2,7,515
3483,8504,319,32,3.0,9,9,0,515
3484,8503,319,34,3.0,10,10,0,515
3485,8502,319,17,13.0,5,5,0,515
3486,8501,319,18,6.0,7,7,0,515
3487,8500,319,39,0.0,16,16,0,515
3488,8499,319,40,0.0,15,15,0,515
3489,8498,319,33,1.0,13,13,0,515
3490,8497,319,25,12.0,6,6,0,515
3491,8496,319,22,37.0,4,4,1,515
3492,8495,319,6,55.0,3,3,0,515
3493,8494,319,1,132.0,1,1,7,515
3494,8531,320,26,1.0,12,12,0,516
3495,8530,320,36,0.0,17,17,0,516
3496,8529,320,42,0.0,19,19,0,516
3497,8528,320,35,5.0,8,8,0,516
3498,8527,320,27,0.0,14,14,0,516
3499,8526,320,41,1.0,11,11,0,516
3500,8525,320,29,0.0,18,18,0,516
3501,8524,320,3,125.0,2,2,7,516
3502,8523,320,32,3.0,9,9,0,516
3503,8522,320,34,3.0,10,10,0,516
3504,8521,320,17,13.0,5,5,0,516
3505,8520,320,18,6.0,7,7,0,516
3506,8519,320,39,0.0,16,16,0,516
3507,8518,320,40,0.0,15,15,0,516
3508,8517,320,33,1.0,13,13,0,516
3509,8516,320,25,12.0,6,6,0,516
3510,8515,320,22,38.5,4,4,1,516
3511,8514,320,6,55.5,3,3,0,516
3512,8513,320,1,139.0,1,1,8,516
3513,7633,321,41,0.0,10,10,0,485
3514,7632,321,44,0.0,9,9,0,485
3515,7631,321,21,0.0,8,8,0,485
3516,7630,321,33,0.0,7,7,0,485
3517,7629,321,18,0.0,6,6,0,485
3518,7628,321,34,2.0,5,5,0,485
3519,7627,321,22,3.0,4,4,0,485
3520,7626,321,3,4.0,3,3,0,485
3521,7625,321,25,7.0,2,2,0,485
3522,7624,321,1,9.0,1,1,1,485
3523,7634,321,6,0.0,11,11,0,485
3524,7635,321,45,0.0,12,12,0,485
3525,7636,321,35,0.0,13,13,0,485
3526,7637,321,32,0.0,14,14,0,485
3527,7638,321,27,0.0,15,15,0,485
3528,7639,321,46,0.0,16,16,0,485
3529,7640,321,39,0.0,17,17,0,485
3530,7641,321,47,0.0,18,18,0,485
3531,7642,321,42,0.0,19,19,0,485
3532,7655,322,35,0.0,12,12,0,486
3533,7654,322,45,0.0,16,16,0,486
3534,7653,322,6,12.0,2,2,1,486
3535,7652,322,41,0.0,13,13,0,486
3536,7651,322,44,0.0,11,11,0,486
3537,7650,322,21,0.0,9,9,0,486
3538,7649,322,33,0.0,8,8,0,486
3539,7648,322,18,0.0,7,7,0,486
3540,7647,322,34,2.0,6,6,0,486
3541,7646,322,22,4.0,5,5,0,486
3542,7645,322,3,6.0,4,4,0,486
3543,7644,322,25,7.0,3,3,0,486
3544,7643,322,1,19.0,1,1,1,486
3545,7656,322,32,0.0,14,14,0,486
3546,7657,322,27,0.0,10,10,0,486
3547,7658,322,46,0.0,17,17,0,486
3548,7659,322,39,0.0,15,15,0,486
3549,7660,322,47,0.0,19,19,0,486
3550,7661,322,42,0.0,18,18,0,486
3551,7676,323,27,0.0,10,10,0,487
3552,7675,323,32,0.0,7,7,0,487
3553,7674,323,35,0.0,14,14,0,487
3554,7673,323,45,0.0,16,16,0,487
3555,7672,323,6,15.0,3,3,1,487
3556,7671,323,41,0.0,15,15,0,487
3557,7670,323,44,0.0,13,13,0,487
3558,7669,323,21,0.0,11,11,0,487
3559,7668,323,33,0.0,9,9,0,487
3560,7667,323,18,0.0,8,8,0,487
3561,7666,323,34,2.0,6,6,0,487
3562,7665,323,22,10.0,4,4,0,487
3563,7664,323,3,15.0,2,2,1,487
3564,7663,323,25,8.0,5,5,0,487
3565,7662,323,1,25.0,1,1,1,487
3566,7677,323,46,0.0,12,12,0,487
3567,7678,323,39,0.0,17,17,0,487
3568,7679,323,47,0.0,19,19,0,487
3569,7680,323,42,0.0,18,18,0,487
3570,7695,324,27,0.0,12,12,0,488
3571,7694,324,32,0.0,9,9,0,488
3572,7693,324,35,0.0,14,14,0,488
3573,7692,324,45,0.0,16,16,0,488
3574,7691,324,6,15.0,3,3,1,488
3575,7690,324,41,0.0,15,15,0,488
3576,7689,324,44,0.0,13,13,0,488
3577,7688,324,21,2.0,6,6,0,488
3578,7687,324,33,1.0,8,8,0,488
3579,7686,324,18,0.0,10,10,0,488
3580,7685,324,34,2.0,7,7,0,488
3581,7684,324,22,10.0,5,5,0,488
3582,7683,324,3,18.0,2,2,1,488
3583,7682,324,25,14.0,4,4,0,488
3584,7681,324,1,38.0,1,1,2,488
3585,7696,324,46,0.0,11,11,0,488
3586,7697,324,39,0.0,17,17,0,488
3587,7698,324,47,0.0,19,19,0,488
3588,7699,324,42,0.0,18,18,0,488
3589,7715,325,46,0.0,11,11,0,489
3590,7714,325,27,0.0,12,12,0,489
3591,7713,325,32,1.0,8,8,0,489
3592,7712,325,35,0.0,16,16,0,489
3593,7711,325,45,0.0,14,14,0,489
3594,7710,325,6,21.0,2,2,1,489
3595,7709,325,41,0.0,13,13,0,489
3596,7708,325,44,0.0,15,15,0,489
3597,7707,325,21,2.0,7,7,0,489
3598,7706,325,33,1.0,9,9,0,489
3599,7705,325,18,0.0,10,10,0,489
3600,7704,325,34,2.0,6,6,0,489
3601,7703,325,22,16.0,4,4,0,489
3602,7702,325,3,18.0,3,3,1,489
3603,7701,325,25,14.0,5,5,0,489
3604,7700,325,1,50.0,1,1,3,489
3605,7716,325,39,0.0,17,17,0,489
3606,7717,325,47,0.0,19,19,0,489
3607,7718,325,42,0.0,18,18,0,489
3608,7734,326,46,0.0,11,11,0,490
3609,7733,326,27,0.0,12,12,0,490
3610,7732,326,32,1.0,8,8,0,490
3611,7731,326,35,0.0,14,14,0,490
3612,7730,326,45,0.0,15,15,0,490
3613,7729,326,6,36.0,2,2,2,490
3614,7728,326,41,0.0,13,13,0,490
3615,7727,326,44,0.0,16,16,0,490
3616,7726,326,21,2.0,7,7,0,490
3617,7725,326,33,1.0,9,9,0,490
3618,7724,326,18,0.0,10,10,0,490
3619,7723,326,34,2.0,6,6,0,490
3620,7722,326,22,20.0,4,4,0,490
3621,7721,326,3,20.0,3,3,1,490
3622,7720,326,25,14.0,5,5,0,490
3623,7719,326,1,54.0,1,1,3,490
3624,7735,326,39,0.0,17,17,0,490
3625,7736,326,47,0.0,19,19,0,490
3626,7737,326,42,0.0,18,18,0,490
3627,7754,327,39,0.0,17,17,0,491
3628,7753,327,46,0.0,12,12,0,491
3629,7752,327,27,0.0,13,13,0,491
3630,7751,327,32,1.0,10,10,0,491
3631,7750,327,35,0.0,14,14,0,491
3632,7749,327,45,0.0,15,15,0,491
3633,7748,327,6,45.0,2,2,3,491
3634,7747,327,41,6.0,6,6,0,491
3635,7746,327,44,0.0,16,16,0,491
3636,7745,327,21,2.0,8,8,0,491
3637,7744,327,33,1.0,9,9,0,491
3638,7743,327,18,0.0,11,11,0,491
3639,7742,327,34,2.0,7,7,0,491
3640,7741,327,22,23.0,3,3,0,491
3641,7740,327,3,21.0,4,4,1,491
3642,7739,327,25,14.0,5,5,0,491
3643,7738,327,1,60.0,1,1,3,491
3644,7755,327,47,0.0,19,19,0,491
3645,7756,327,42,0.0,18,18,0,491
3646,7773,328,39,0.0,17,17,0,492
3647,7772,328,46,0.0,12,12,0,492
3648,7771,328,27,0.0,13,13,0,492
3649,7770,328,32,1.0,10,10,0,492
3650,7769,328,35,0.0,14,14,0,492
3651,7768,328,45,0.0,15,15,0,492
3652,7767,328,6,54.0,2,2,4,492
3653,7766,328,41,6.0,6,6,0,492
3654,7765,328,44,0.0,16,16,0,492
3655,7764,328,21,2.0,8,8,0,492
3656,7763,328,33,5.0,7,7,0,492
3657,7762,328,18,0.0,11,11,0,492
3658,7761,328,34,2.0,9,9,0,492
3659,7760,328,22,25.0,4,4,0,492
3660,7759,328,3,27.0,3,3,1,492
3661,7758,328,25,14.0,5,5,0,492
3662,7757,328,1,64.0,1,1,3,492
3663,7774,328,47,0.0,19,19,0,492
3664,7775,328,42,0.0,18,18,0,492
3665,7792,329,39,0.0,17,17,0,493
3666,7791,329,46,0.0,12,12,0,493
3667,7790,329,27,0.0,13,13,0,493
3668,7789,329,32,1.0,10,10,0,493
3669,7788,329,35,0.0,14,14,0,493
3670,7787,329,45,0.0,15,15,0,493
3671,7786,329,6,57.0,2,2,4,493
3672,7785,329,41,6.0,6,6,0,493
3673,7784,329,44,0.0,16,16,0,493
3674,7783,329,21,2.0,8,8,0,493
3675,7782,329,33,5.0,7,7,0,493
3676,7781,329,18,0.0,11,11,0,493
3677,7780,329,34,2.0,9,9,0,493
3678,7779,329,22,31.0,3,3,0,493
3679,7778,329,3,30.0,4,4,1,493
3680,7777,329,25,14.0,5,5,0,493
3681,7776,329,1,77.0,1,1,4,493
3682,7793,329,47,0.0,19,19,0,493
3683,7794,329,42,0.0,18,18,0,493
3684,7811,330,39,0.0,15,15,0,494
3685,7810,330,46,0.0,12,12,0,494
3686,7809,330,27,0.0,13,13,0,494
3687,7808,330,32,3.0,8,8,0,494
3688,7807,330,35,0.0,14,14,0,494
3689,7806,330,45,0.0,16,16,0,494
3690,7805,330,6,57.0,2,2,4,494
3691,7804,330,41,6.0,6,6,0,494
3692,7803,330,44,0.0,17,17,0,494
3693,7802,330,21,2.0,9,9,0,494
3694,7801,330,33,6.0,7,7,0,494
3695,7800,330,18,0.0,11,11,0,494
3696,7799,330,34,2.0,10,10,0,494
3697,7798,330,22,35.0,4,4,0,494
3698,7797,330,3,42.0,3,3,2,494
3699,7796,330,25,14.0,5,5,0,494
3700,7795,330,1,83.0,1,1,4,494
3701,7812,330,47,0.0,19,19,0,494
3702,7813,330,42,0.0,18,18,0,494
3703,7830,331,39,0.0,16,16,0,495
3704,7829,331,46,0.0,12,12,0,495
3705,7828,331,27,0.0,13,13,0,495
3706,7827,331,32,3.0,8,8,0,495
3707,7826,331,35,0.0,14,14,0,495
3708,7825,331,45,0.0,15,15,0,495
3709,7824,331,6,63.0,2,2,4,495
3710,7823,331,41,7.0,6,6,0,495
3711,7822,331,44,0.0,17,17,0,495
3712,7821,331,21,2.0,9,9,0,495
3713,7820,331,33,6.0,7,7,0,495
3714,7819,331,18,0.0,11,11,0,495
3715,7818,331,34,2.0,10,10,0,495
3716,7817,331,22,40.0,4,4,0,495
3717,7816,331,3,42.0,3,3,2,495
3718,7815,331,25,14.0,5,5,0,495
3719,7814,331,1,96.0,1,1,5,495
3720,7831,331,47,0.0,19,19,0,495
3721,7832,331,42,0.0,18,18,0,495
3722,7849,332,39,0.0,16,16,0,496
3723,7848,332,46,0.0,12,12,0,496
3724,7847,332,27,0.0,13,13,0,496
3725,7846,332,32,3.0,8,8,0,496
3726,7845,332,35,0.0,14,14,0,496
3727,7844,332,45,0.0,15,15,0,496
3728,7843,332,6,72.0,2,2,4,496
3729,7842,332,41,7.0,6,6,0,496
3730,7841,332,44,0.0,17,17,0,496
3731,7840,332,21,2.0,9,9,0,496
3732,7839,332,33,6.0,7,7,0,496
3733,7838,332,18,0.0,11,11,0,496
3734,7837,332,34,2.0,10,10,0,496
3735,7836,332,22,40.0,4,4,0,496
3736,7835,332,3,44.0,3,3,2,496
3737,7834,332,25,15.0,5,5,0,496
3738,7833,332,1,109.0,1,1,6,496
3739,7850,332,47,0.0,19,19,0,496
3740,7851,332,42,0.0,18,18,0,496
3741,7868,333,39,0.0,16,16,0,497
3742,7867,333,46,0.0,12,12,0,497
3743,7866,333,27,0.0,13,13,0,497
3744,7865,333,32,3.0,8,8,0,497
3745,7864,333,35,0.0,14,14,0,497
3746,7863,333,45,0.0,15,15,0,497
3747,7862,333,6,85.0,2,2,5,497
3748,7861,333,41,7.0,6,6,0,497
3749,7860,333,44,0.0,17,17,0,497
3750,7859,333,21,2.0,9,9,0,497
3751,7858,333,33,6.0,7,7,0,497
3752,7857,333,18,0.0,11,11,0,497
3753,7856,333,34,2.0,10,10,0,497
3754,7855,333,22,43.0,4,4,0,497
3755,7854,333,3,44.0,3,3,2,497
3756,7853,333,25,15.0,5,5,0,497
3757,7852,333,1,118.0,1,1,6,497
3758,7869,333,47,0.0,19,19,0,497
3759,7870,333,42,0.0,18,18,0,497
3760,7887,334,39,0.0,14,14,0,498
3761,7886,334,46,0.0,13,13,0,498
3762,7885,334,27,0.0,11,11,0,498
3763,7884,334,32,3.0,8,8,0,498
3764,7883,334,35,0.0,15,15,0,498
3765,7882,334,45,0.0,16,16,0,498
3766,7881,334,6,100.0,2,2,6,498
3767,7880,334,41,7.0,6,6,0,498
3768,7879,334,44,0.0,17,17,0,498
3769,7878,334,21,2.0,9,9,0,498
3770,7877,334,33,7.0,7,7,0,498
3771,7876,334,18,0.0,12,12,0,498
3772,7875,334,34,2.0,10,10,0,498
3773,7874,334,22,47.0,4,4,0,498
3774,7873,334,3,49.0,3,3,2,498
3775,7872,334,25,15.0,5,5,0,498
3776,7871,334,1,118.0,1,1,6,498
3777,7888,334,47,0.0,19,19,0,498
3778,7889,334,42,0.0,18,18,0,498
3779,7906,335,39,0.0,14,14,0,499
3780,7905,335,46,0.0,13,13,0,499
3781,7904,335,27,0.0,11,11,0,499
3782,7903,335,32,3.0,8,8,0,499
3783,7902,335,35,0.0,15,15,0,499
3784,7901,335,45,0.0,16,16,0,499
3785,7900,335,6,100.0,2,2,6,499
3786,7899,335,41,7.0,7,7,0,499
3787,7898,335,44,0.0,17,17,0,499
3788,7897,335,21,2.0,9,9,0,499
3789,7896,335,33,11.0,6,6,0,499
3790,7895,335,18,0.0,12,12,0,499
3791,7894,335,34,2.0,10,10,0,499
3792,7893,335,22,62.0,3,3,1,499
3793,7892,335,3,54.0,4,4,2,499
3794,7891,335,25,16.0,5,5,0,499
3795,7890,335,1,118.0,1,1,6,499
3796,7907,335,47,0.0,19,19,0,499
3797,7908,335,42,0.0,18,18,0,499
3798,7925,336,39,0.0,14,14,0,500
3799,7924,336,46,0.0,13,13,0,500
3800,7923,336,27,0.0,11,11,0,500
3801,7922,336,32,3.0,8,8,0,500
3802,7921,336,35,0.0,15,15,0,500
3803,7920,336,45,0.0,16,16,0,500
3804,7919,336,6,110.0,2,2,6,500
3805,7918,336,41,7.0,7,7,0,500
3806,7917,336,44,0.0,17,17,0,500
3807,7916,336,21,2.0,9,9,0,500
3808,7915,336,33,11.0,6,6,0,500
3809,7914,336,18,0.0,12,12,0,500
3810,7913,336,34,2.0,10,10,0,500
3811,7912,336,22,71.0,3,3,2,500
3812,7911,336,3,57.0,4,4,2,500
3813,7910,336,25,16.0,5,5,0,500
3814,7909,336,1,121.0,1,1,6,500
3815,7926,336,47,0.0,19,19,0,500
3816,7927,336,42,0.0,18,18,0,500
3817,4046,1,6,0.0,9,9,0,804
3818,4044,1,2,0.0,7,7,0,804
3819,4045,1,9,0.0,8,8,0,804
3820,4043,1,10,0.0,6,6,0,804
3821,4042,1,5,3.0,5,5,0,804
3822,4041,1,3,3.0,4,4,0,804
3823,4040,1,4,4.0,3,3,0,804
3824,4039,1,7,11.0,2,2,0,804
3825,4038,1,23,18.0,1,1,1,804
3826,8541,2,6,0.0,10,10,0,805
3827,8540,2,9,1.5,7,7,0,805
3828,8539,2,2,4.0,3,3,0,805
3829,8538,2,10,0.0,9,9,0,805
3830,8537,2,5,3.0,6,6,0,805
3831,8536,2,3,3.5,5,5,0,805
3832,8535,2,4,4.0,4,4,0,805
3833,8534,2,7,16.5,2,2,0,805
3834,8533,2,1,1.0,8,8,0,805
3835,8532,2,23,25.0,1,1,2,805
3836,8570,3,9,19.5,2,2,1,806
3837,8567,3,5,4.0,7,7,0,806
3838,8568,3,10,0.0,10,10,0,806
3839,8571,3,6,0.0,9,9,0,806
3840,8569,3,2,4.0,5,5,0,806
3841,8566,3,3,3.5,8,8,0,806
3842,8565,3,4,4.0,6,6,0,806
3843,8564,3,7,18.5,3,3,0,806
3844,8563,3,1,8.0,4,4,0,806
3845,8562,3,23,36.0,1,1,2,806
3846,8590,4,9,27.5,2,2,1,807
3847,8589,4,2,4.0,6,6,0,807
3848,8588,4,10,0.0,10,10,0,807
3849,8587,4,5,4.0,7,7,0,807
3850,8585,4,4,5.0,5,5,0,807
3851,8583,4,1,13.0,4,4,0,807
3852,8584,4,7,26.5,3,3,0,807
3853,8591,4,6,3.0,9,9,0,807
3854,8586,4,3,3.5,8,8,0,807
3855,8582,4,23,50.0,1,1,3,807
3856,8592,5,23,68.0,1,1,4,808
3857,8593,5,1,13.0,4,4,0,808
3858,8594,5,7,26.5,3,3,0,808
3859,8595,5,4,9.0,5,5,0,808
3860,8596,5,3,4.5,8,8,0,808
3861,8597,5,5,4.0,9,9,0,808
3862,8598,5,10,0.0,10,10,0,808
3863,8599,5,2,6.0,6,6,0,808
3864,8600,5,9,38.5,2,2,1,808
3865,8601,5,6,6.0,7,7,0,808
3866,8678,6,10,0.0,10,10,0,809
3867,8679,6,2,6.0,8,8,0,809
3868,8674,6,7,26.5,3,3,0,809
3869,8681,6,6,17.0,4,4,0,809
3870,8680,6,9,42.5,2,2,1,809
3871,8677,6,5,5.0,9,9,0,809
3872,8676,6,3,7.5,7,7,0,809
3873,8675,6,4,11.0,6,6,0,809
3874,8673,6,1,13.0,5,5,0,809
3875,8672,6,23,86.0,1,1,5,809
3876,8651,7,6,20.0,4,4,0,810
3877,8649,7,2,8.0,8,8,0,810
3878,8647,7,5,5.0,9,9,0,810
3879,8645,7,4,11.0,7,7,0,810
3880,8643,7,1,13.0,5,5,0,810
3881,8644,7,7,32.5,3,3,0,810
3882,8642,7,23,96.0,1,1,6,810
3883,8650,7,9,56.5,2,2,1,810
3884,8646,7,3,11.5,6,6,0,810
3885,8648,7,10,0.0,10,10,0,810
3886,8671,8,6,26.0,4,4,0,811
3887,8669,8,2,8.0,8,8,0,811
3888,8667,8,5,5.0,9,9,0,811
3889,8665,8,4,11.0,7,7,0,811
3890,8663,8,1,13.0,6,6,0,811
3891,8664,8,7,34.5,3,3,0,811
3892,8662,8,23,105.0,1,1,6,811
3893,8670,8,9,74.5,2,2,2,811
3894,8666,8,3,15.5,5,5,0,811
3895,8668,8,10,0.0,10,10,0,811
3896,8682,9,23,112.0,1,1,6,812
3897,8683,9,1,14.0,6,6,0,812
3898,8684,9,7,34.5,3,3,0,812
3899,8685,9,4,13.0,7,7,0,812
3900,8686,9,3,20.5,5,5,0,812
3901,8687,9,5,5.0,9,9,0,812
3902,8688,9,10,0.0,10,10,0,812
3903,8689,9,2,8.0,8,8,0,812
3904,8690,9,9,92.5,2,2,3,812
3905,8691,9,6,32.0,4,4,0,812
3906,8692,10,23,114.0,1,1,6,813
3907,8693,10,1,28.0,5,5,1,813
3908,8694,10,7,38.5,4,4,0,813
3909,8695,10,4,13.0,7,7,0,813
3910,8696,10,3,25.5,6,6,0,813
3911,8697,10,5,5.0,9,9,0,813
3912,8698,10,10,0.0,10,10,0,813
3913,8699,10,2,8.0,8,8,0,813
3914,8700,10,9,98.5,2,2,3,813
3915,8701,10,6,40.0,3,3,0,813
3916,8702,11,23,126.0,1,1,7,814
3917,8703,11,1,41.0,4,4,1,814
3918,8704,11,7,38.5,5,5,0,814
3919,8705,11,4,16.0,7,7,0,814
3920,8706,11,3,29.5,6,6,0,814
3921,8707,11,5,5.0,9,9,0,814
3922,8708,11,10,0.0,10,10,0,814
3923,8709,11,2,9.0,8,8,0,814
3924,8710,11,9,98.5,2,2,3,814
3925,8711,11,6,46.0,3,3,0,814
3926,8712,12,23,128.0,1,1,7,815
3927,8713,12,1,44.0,4,4,1,815
3928,8714,12,7,38.5,5,5,0,815
3929,8715,12,4,16.0,8,8,0,815
3930,8716,12,3,30.5,6,6,0,815
3931,8717,12,5,5.0,10,10,0,815
3932,8718,12,10,8.0,9,9,0,815
3933,8719,12,2,18.0,7,7,0,815
3934,8720,12,9,104.5,2,2,3,815
3935,8721,12,6,56.0,3,3,1,815
3936,8722,13,23,146.0,1,1,8,816
3937,8723,13,1,47.0,4,4,1,816
3938,8724,13,7,38.5,5,5,0,816
3939,8725,13,4,20.0,8,8,0,816
3940,8726,13,3,30.5,6,6,0,816
3941,8727,13,5,5.0,10,10,0,816
3942,8728,13,10,13.0,9,9,0,816
3943,8729,13,2,20.0,7,7,0,816
3944,8730,13,9,105.5,2,2,3,816
3945,8731,13,6,62.0,3,3,1,816
3946,8732,14,23,153.0,1,1,8,817
3947,8733,14,1,59.0,4,4,2,817
3948,8734,14,7,46.5,5,5,0,817
3949,8735,14,4,26.0,7,7,0,817
3950,8736,14,3,30.5,6,6,0,817
3951,8737,14,5,5.0,10,10,0,817
3952,8738,14,10,13.0,9,9,0,817
3953,8739,14,2,21.0,8,8,0,817
3954,8740,14,9,110.5,2,2,3,817
3955,8741,14,6,62.0,3,3,1,817
3956,8761,15,6,67.0,3,3,1,818
3957,8760,15,9,120.5,2,2,4,818
3958,8758,15,10,13.0,9,9,0,818
3959,8757,15,5,5.0,10,10,0,818
3960,8756,15,3,34.5,6,6,0,818
3961,8753,15,1,65.0,4,4,2,818
3962,8754,15,7,54.5,5,5,0,818
3963,8752,15,23,156.0,1,1,8,818
3964,8759,15,2,24.0,8,8,0,818
3965,8755,15,4,26.0,7,7,0,818
3966,8762,16,23,161.0,1,1,8,819
3967,8763,16,1,71.0,3,3,2,819
3968,8764,16,7,54.5,5,5,0,819
3969,8765,16,4,26.0,8,8,0,819
3970,8766,16,3,34.5,6,6,0,819
3971,8767,16,5,7.0,10,10,0,819
3972,8768,16,10,13.0,9,9,0,819
3973,8769,16,2,32.0,7,7,0,819
3974,8770,16,9,135.5,2,2,5,819
3975,8771,16,6,70.0,4,4,1,819
3976,8772,356,6,9.0,1,1,1,469
3977,8773,356,1,6.0,2,2,0,469
3978,8774,356,37,4.0,3,3,0,469
3979,8775,356,22,4.0,4,4,0,469
3980,8776,356,21,2.0,5,5,0,469
3981,8777,356,25,0.0,6,6,0,469
3982,8778,356,32,0.0,7,7,0,469
3983,8779,356,27,0.0,8,8,0,469
3984,8780,356,33,0.0,9,9,0,469
3985,8781,356,35,0.0,10,10,0,469
3986,8782,356,48,0.0,11,11,0,469
3987,8783,356,3,0.0,12,12,0,469
3988,8784,356,49,0.0,13,13,0,469
3989,8785,356,34,0.0,14,14,0,469
3990,8786,356,45,0.0,18,18,0,469
3991,8787,356,18,0.0,15,15,0,469
3992,8788,356,44,0.0,16,16,0,469
3993,8789,356,42,0.0,17,17,0,469
3994,8790,356,39,0.0,19,19,0,469
3995,8791,356,46,0.0,20,20,0,469
3996,8792,357,6,9.0,2,2,1,470
3997,8793,357,1,21.0,1,1,1,470
3998,8794,357,37,4.0,4,4,0,470
3999,8795,357,22,8.0,3,3,0,470
4000,8796,357,21,4.0,5,5,0,470
4001,8797,357,25,1.0,7,7,0,470
4002,8798,357,32,0.0,9,9,0,470
4003,8799,357,27,0.0,11,11,0,470
4004,8800,357,33,0.0,12,12,0,470
4005,8801,357,35,0.0,8,8,0,470
4006,8802,357,48,0.0,14,14,0,470
4007,8803,357,3,3.0,6,6,0,470
4008,8804,357,49,0.0,17,17,0,470
4009,8805,357,34,0.0,15,15,0,470
4010,8806,357,45,0.0,13,13,0,470
4011,8807,357,18,0.0,16,16,0,470
4012,8808,357,44,0.0,18,18,0,470
4013,8809,357,42,0.0,19,19,0,470
4014,8810,357,39,0.0,10,10,0,470
4015,8811,357,46,0.0,20,20,0,470
4016,8812,358,6,9.0,2,2,1,471
4017,8813,358,1,36.0,1,1,2,471
4018,8814,358,37,4.0,5,5,0,471
4019,8815,358,22,8.0,3,3,0,471
4020,8816,358,21,4.0,6,6,0,471
4021,8817,358,25,3.0,9,9,0,471
4022,8818,358,32,0.0,10,10,0,471
4023,8819,358,27,0.0,12,12,0,471
4024,8820,358,33,0.0,13,13,0,471
4025,8821,358,35,3.0,7,7,0,471
4026,8822,358,48,0.0,15,15,0,471
4027,8823,358,3,3.0,8,8,0,471
4028,8824,358,49,0.0,17,17,0,471
4029,8825,358,34,5.0,4,4,0,471
4030,8826,358,45,0.0,14,14,0,471
4031,8827,358,18,0.0,16,16,0,471
4032,8828,358,44,0.0,19,19,0,471
